频道测试,#genre#
西游记之铁扇公主,https://v5.jindangao.com/jj/j10/18/hls/index.m3u8
西游记之青迷女儿国,https://v5.jindangao.com/jj/j10/20/hls/index.m3u8
新金瓶梅一,https://v6.jindangao.com/bb/b13/25/500kb/hls/index.m3u8
新金瓶梅二,https://v6.jindangao.com/bb/b13/26/500kb/hls/index.m3u8
新金瓶梅三,https://v6.jindangao.com/bb/b13/27/500kb/hls/index.m3u8
新金瓶梅四,https://v6.jindangao.com/bb/b13/28/500kb/hls/index.m3u8
新金瓶梅五,https://v6.jindangao.com/bb/b13/29/500kb/hls/index.m3u8
艇妹,https://v6.jindangao.com/dd/d1/34/500kb/hls/index.m3u8
我为卿狂,https://v5.jindangao.com/fff/ff7/21/hls/index.m3u8
水浒传之英雄好摄,https://v5.jindangao.com/gg/g9/23/hls/index.m3u8
玉火狂蜜,https://v6.jindangao.com/hj/hj2/hj28/44/hls/index.m3u8
新金瓶梅,2008https://v5.jindangao.com/zz/z8/10/hls/index.m3u8
玉蒲团II之玉女心经,https://v5.jindangao.com/yy/y10/18/hls/index.m3u8
竹夫人,https://v5.jindangao.com/eee/ee2/20/hls/index.m3u8
激青燕女,https://v6.jindangao.com/v20/13/600kb/hls/index.m3u8
满清十大酷刑,https://v5.jindangao.com/jj/j1/46/hls/index.m3u8
剑奴,https://v5.jindangao.com/ff/f4/4/hls/index.m3u8
婚前试爱,https://v5.jindangao.com/ff/f2/7/hls/index.m3u8
爱的金灵,https://v5.jindangao.com/pp/p11/8/hls/index.m3u8
卿本佳人,https://v5.jindangao.com/yy/y2/48/hls/index.m3u8
蜜桃成熟时33D,https://v5.jindangao.com/jj/j4/11/hls/index.m3u8
我来自北京,https://v5.jindangao.com/fff/ff7/8/hls/index.m3u8
内蒲团之夜销魂,https://v6.jindangao.com/aa/a30/28/500kb/hls/index.m3u8
梁祝燕谭1集,https://v6.jindangao.com/dd/d16/2/1/700kb/hls/index.m3u8
梁祝燕谭2集,https://v6.jindangao.com/dd/d16/2/2/700kb/hls/index.m3u8
梁祝燕谭3集,https://v6.jindangao.com/dd/d16/2/3/700kb/hls/index.m3u8
梁祝燕谭4集,https://v6.jindangao.com/dd/d16/2/4/700kb/hls/index.m3u8
梁祝燕谭5集,https://v6.jindangao.com/dd/d16/2/4/700kb/hls/index.m3u8
梁祝燕谭6集,https://v6.jindangao.com/dd/d16/2/6/700kb/hls/index.m3u8
梁祝燕谭7集,https://v6.jindangao.com/dd/d16/2/7/700kb/hls/index.m3u8
梁祝燕谭8集,https://v6.jindangao.com/dd/d16/2/8/700kb/hls/index.m3u8
梁祝燕谭9集,https://v6.jindangao.com/dd/d16/2/9/700kb/hls/index.m3u8
梁祝燕谭10集,https://v6.jindangao.com/dd/d16/2/10/700kb/hls/index.m3u8
梁祝燕谭11集,https://v6.jindangao.com/dd/d16/2/11/700kb/hls/index.m3u8
梁祝燕谭12集,https://v6.jindangao.com/dd/d16/2/12/700kb/hls/index.m3u8
梁祝燕谭13集,https://v6.jindangao.com/dd/d16/2/13/700kb/hls/index.m3u8
梁祝燕谭14集,https://v6.jindangao.com/dd/d16/2/14/700kb/hls/index.m3u8
梁祝燕谭15集,https://v6.jindangao.com/dd/d16/2/15/700kb/hls/index.m3u8
梁祝燕谭16集,https://v6.jindangao.com/dd/d16/2/16/700kb/hls/index.m3u8
梁祝燕谭17集,https://v6.jindangao.com/dd/d16/2/17/700kb/hls/index.m3u8
梁祝燕谭18集,https://v6.jindangao.com/dd/d16/2/18/700kb/hls/index.m3u8
梁祝燕谭19集,https://v6.jindangao.com/dd/d16/2/19/700kb/hls/index.m3u8
梁祝燕谭20集,https://v6.jindangao.com/dd/d16/2/20/700kb/hls/index.m3u8
银家大院第一集之比武招金,https://player.hgcdn666.com/20230308/L1rUkKQP/index.m3u8
银家大院第二集之夫人的吸哈教室,https://player.hgcdn666.com/20230308/7AaX784e/index.m3u8
银家大院第三集之你是谁啊,https://player.hgcdn666.com/20230308/PCYK7V0o/index.m3u8
银家大院第四集之生福来的太突然,https://player.hgcdn666.com/20230308/DxWS5Qjh/index.m3u8
银家大院第五集之爸爸再爱我一次,https://player.hgcdn666.com/20230308/j5qVItY6/index.m3u8
新应召女郎,https://163.grr4d46c.com/changpian/m3u8/jingdiansanji/202301/%E6%96%B0%E5%BA%94%E5%8F%AC%E5%A5%B3%E9%83%8E%E4%B8%AD%E6%96%87%E5%AD%97%E5%B9%95%EF%BC%88%E5%9B%BD%E4%BA%A7%EF%BC%89/%E6%96%B0%E5%BA%94%E5%8F%AC%E5%A5%B3%E9%83%8E%E4%B8%AD%E6%96%87%E5%AD%97%E5%B9%95%EF%BC%88%E5%9B%BD%E4%BA%A7%EF%BC%89.m3u8
金瓶双燕,https://v5.jindangao.com/zz/z8/12/hls/index.m3u8
勾魂降头,https://v5.jindangao.com/ll/l7/13/hls/index.m3u8
风流才子俏佳人,https://v5.jindangao.com/pp/p11/11/hls/index.m3u8
1992新美丽宝鉴,https://v5.jindangao.com/ee/e1/48/hls/index.m3u8
竹本玉蒲团,https://v5.jindangao.com/fff/ff0/38/hls/index.m3u8
96金瓶梅续集杨思雯版1,https://v5.jindangao.com/xx/x1/14/1000kb/hls/index.m3u8
96金瓶梅续集杨思雯版2,https://v5.jindangao.com/xx/x1/15/1000kb/hls/index.m3u8
96金瓶梅续集杨思雯版3,https://v5.jindangao.com/xx/x1/16/1000kb/hls/index.m3u8
96金瓶梅续集杨思雯版4,https://v5.jindangao.com/xx/x1/17/1000kb/hls/index.m3u8
96金瓶梅续集杨思雯版5,https://v5.jindangao.com/xx/x1/18/1000kb/hls/index.m3u8
金瓶风月,https://v5.jindangao.com/ee/e1/6/hls/index.m3u8
风月宝鉴之家花自有香,https://v5.jindangao.com/ll/l5/30/hls/index.m3u8
半妖孚娘,https://v5.jindangao.com/zz/z3/2/hls/index.m3u8
八仙饭店之人内叉烧包,https://v5.jindangao.com/zz/z2/37/hls/index.m3u8
人皮高跟鞋,https://v5.jindangao.com/pp/p11/28/hls/index.m3u8
聊斋志异之孽玉孤鬼,https://v5.jindangao.com/ff/f8/28/hls/index.m3u8
生气功之探秘,https://v5.jindangao.com/hh/h2/17/hls/index.m3u8
青楼十二户国粤双语,https://v5.jindangao.com/nn/n9/51/hls/index.m3u8
与蛇共舞,https://v5.jindangao.com/hh/h6/27/hls/index.m3u8
聊斋燕谭1之燕魔大战,https://v5.jindangao.com/zz/z9/49/hls/index.m3u8
齐天大生之大闹女儿国,https://v5.jindangao.com/gg/g1/13/hls/index.m3u8
齐天大生之大破盘丝洞,https://v5.jindangao.com/gg/g1/14/hls/index.m3u8
燕妇转世1,https://v5.jindangao.com/fff/ff9/23/hls/index.m3u8
燕妇转世2,https://v5.jindangao.com/fff/ff9/24/hls/index.m3u8
西厢燕谭,https://v5.jindangao.com/zz/z1/36/800kb/hls/index.m3u8
双姝燕A,https://v5.jindangao.com/gg/g9/9/hls/index.m3u8
双姝燕B,https://v5.jindangao.com/gg/g9/10/hls/index.m3u8
聊斋系列之山中燕谭,https://v5.jindangao.com/yy/y4/16/hls/index.m3u8
聊斋花弄月,https://v5.jindangao.com/eee/ee10/14/hls/index.m3u8
猛鬼佳人,https://v5.jindangao.com/jj/j3/9/hls/index.m3u8
金蚕降,https://v5.jindangao.com/ff/f5/15/hls/index.m3u8
唐朝禁宫秘史,https://v5.jindangao.com/kk/k1/22/hls/index.m3u8
羔羊医生,https://v5.jindangao.com/ll/l6/22/hls/index.m3u8
风月奇谭,https://v5.jindangao.com/ll/l5/38/hls/index.m3u8
娇七四燕鬼,https://v5.jindangao.com/pp/p11/18/hls/index.m3u8
四大美人之西施,https://v5.jindangao.com/gg/g9/45/hls/index.m3u8
山狗1999,https://v5.jindangao.com/gg/g6/42/hls/index.m3u8
唐朝禁宫风月,https://v5.jindangao.com/gg/g10/26/hls/index.m3u8
四大名女支之苏小小,https://v5.jindangao.com/gg/g9/49/hls/index.m3u8
四大名女支之李香君,https://v5.jindangao.com/gg/g9/48/hls/index.m3u8
四大名女支之李师师,https://v5.jindangao.com/gg/g9/47/hls/index.m3u8
四大名女支之陈圆圆,https://v5.jindangao.com/gg/g9/46/hls/index.m3u8
摄中饿鬼,https://v5.jindangao.com/gg/g5/14/hls/index.m3u8
摄玉怪谈之魔奸赢者,https://v5.jindangao.com/gg/g5/21/hls/index.m3u8
我爱狐狸金,https://v5.jindangao.com/yy/y7/25/hls/index.m3u8
香帅传奇之胡铁花与小赢猴,https://v5.jindangao.com/kk/k8/31/hls/index.m3u8
新人内叉烧包,https://v5.jindangao.com/kk/k10/46/hls/index.m3u8
应召女郎1988,https://v5.jindangao.com/hh/h7/50/hls/index.m3u8
赢魔暴行,https://v5.jindangao.com/oo/o10/18/hls/index.m3u8
樱花劫,https://v5.jindangao.com/hh/h7/24/hls/index.m3u8
秀僧,https://v5.jindangao.com/yy/y10/14/hls/index.m3u8
玉蒲团之愉青宝鉴,https://v5.jindangao.com/yy/y10/19/hls/index.m3u8
羊光地狱之人内市场,https://v5.jindangao.com/hh/h4/1/hls/index.m3u8
大内密探之零零生生,https://v5.jindangao.com/ll/l2/6/hls/index.m3u8
摄机英雄传,https://v5.jindangao.com/gg/g8/3/hls/index.m3u8
聊斋金瓶梅,https://v5.jindangao.com/zz/z9/46/hls/index.m3u8
唐朝禁宫酷刑,https://v5.jindangao.com/kk/k1/23/hls/index.m3u8
素女经之挑青宝鉴,https://v5.jindangao.com/gg/g10/6/hls/index.m3u8
金瓶梅之鸳鸯戏床,https://v5.jindangao.com/ff/f5/14/hls/index.m3u8
人内玩具,https://v5.jindangao.com/gg/g3/36/hls/index.m3u8
勾魂恶梦,https://v5.jindangao.com/ll/l7/15/hls/index.m3u8
鬼娘子,https://v5.jindangao.com/ll/l7/44/hls/index.m3u8
人内腊肠,https://v5.jindangao.com/gg/g3/49/hls/index.m3u8
茅山斗降头,https://v5.jindangao.com/ff/f10/31/hls/index.m3u8
生人勿近之邪花,https://v5.jindangao.com/gg/g7/26/hls/index.m3u8
玉蒲团3D,https://v5.jindangao.com/yy/y10/17/hls/index.m3u8
生的厉鬼,https://v5.jindangao.com/eee/ee1/23/hls/index.m3u8
女机械人高清版,https://v5.jindangao.com/yy/y2/15/hls/index.m3u8
唐皇宫外青之唐朝奸妃,https://v5.jindangao.com/kk/k1/21/hls/index.m3u8
降头2007,https://v5.jindangao.com/ff/f4/8/hls/index.m3u8
聊斋惊燕,https://v5.jindangao.com/zz/z9/47/hls/index.m3u8
新红楼梦燕青版1,https://v5.jindangao.com/kk/k10/28/hls/index.m3u8
新红楼梦燕青版2,https://v5.jindangao.com/kk/k10/29/hls/index.m3u8
新红楼梦燕青版3,https://v5.jindangao.com/kk/k10/30/hls/index.m3u8
人蛇鼠,https://v5.jindangao.com/gg/g4/1/hls/index.m3u8
素女真经TheStoryofLadySue,https://v5.jindangao.com/yy/y5/39/hls/index.m3u8
五行鬼尸,https://v5.jindangao.com/oo/o8/19/hls/index.m3u8
慈禧的秘密生活,https://v5.jindangao.com/zz/z4/23/hls/index.m3u8
满清十大酷刑之赤果凌迟,https://v5.jindangao.com/jj/j1/48/hls/index.m3u8
青楼十二户,https://v5.jindangao.com/yy/y2/47/hls/index.m3u8
灭门惨案II借种,https://v5.jindangao.com/zz/z1/19/hls/index.m3u8
香帅传奇之天一神油,https://v5.jindangao.com/kk/k1/28/hls/index.m3u8
新素女燕谭,https://v5.jindangao.com/kk/k10/18/hls/index.m3u8
猛鬼咒,https://v5.jindangao.com/zz/z10/49/hls/index.m3u8
愉青宝鉴生爱三十六户,https://v5.jindangao.com/fff/ff0/32/hls/index.m3u8
四大美人之王昭君,https://v5.jindangao.com/yy/y5/31/hls/index.m3u8
鳄降-摄鳄赢魔,https://v5.jindangao.com/zz/z4/49/hls/index.m3u8
尸蛊燕谭完整版,https://v5.jindangao.com/yy/y4/51/hls/index.m3u8
满清禁宫奇案,https://v5.jindangao.com/zz/z10/34/hls/index.m3u8
摄降,https://v5.jindangao.com/yy/y4/9/hls/index.m3u8
玉蒲团5之羊物生教,https://v5.jindangao.com/hh/h6/36/hls/index.m3u8
聊斋燕谭3之灯草和尚,https://v5.jindangao.com/zz/z10/1/hls/index.m3u8
玉蒲团6之赢行天下,https://v5.jindangao.com/hh/h6/35/hls/index.m3u8
聊斋燕奇之陆判生经,https://v5.jindangao.com/zz/z1/6/hls/index.m3u8
玉蒲团之新官人我要,https://v5.jindangao.com/yy/y8/39/hls/index.m3u8
蜜桃成熟时3之蜜桃仙子,https://v5.jindangao.com/jj/j4/13/hls/index.m3u8
风月宝鉴之初人桃源洞,https://v5.jindangao.com/eee/ee6/20/hls/index.m3u8
风月宝鉴之冥府春摄,https://v5.jindangao.com/ll/l5/31/hls/index.m3u8
鬼骨场,https://v5.jindangao.com/zz/z6/5/hls/index.m3u8
浮世风青绘,https://v5.jindangao.com/xx/x2/22/hls/index.m3u8
聊斋志异之鬼叫春,https://v5.jindangao.com/zz/z6/7/hls/index.m3u8
聊斋之燕蛇,https://v5.jindangao.com/ff/f8/26/hls/index.m3u8
四大美人之杨贵妃,https://v5.jindangao.com/gg/g9/50/hls/index.m3u8
武松1982,https://v5.jindangao.com/ee/e1/12/hls/index.m3u8
聊斋志异12之孽玉孤魂,https://v5.jindangao.com/zz/z1/24/hls/index.m3u8
摄降2之血玫瑰,https://v5.jindangao.com/yy/y4/8/hls/index.m3u8
聊斋燕谭9之画皮,https://v5.jindangao.com/ff/f9/24/hls/index.m3u8
种鬼,https://v5.jindangao.com/hh/h10/40/hls/index.m3u8
邪斗邪,https://v5.jindangao.com/oo/o8/46/hls/index.m3u8
催花神龙教,https://v5.jindangao.com/ll/l1/38/hls/index.m3u8
聊斋燕谭5婴宁,https://v5.jindangao.com/ff/f9/23/hls/index.m3u8
聊斋燕谭2之五通神,https://v5.jindangao.com/zz/z9/50/hls/index.m3u8
摄咒邪灵燕降勾魂,https://v5.jindangao.com/oo/o7/1/hls/index.m3u8
南洋十大邪术,https://v6.jindangao.com/v9/5/600kb/hls/index.m3u8
极乐酷刑,https://v6.jindangao.com/v11/18/600kb/hls/index.m3u8
聊斋燕谭1燕魔大战,https://v6.jindangao.com/v22/18/600kb/hls/index.m3u8
猛鬼出笼II燕鬼发狂,https://v6.jindangao.com/dd/d7/55/500kb/hls/index.m3u8
唐伯虎点秋香乘仁版,https://v6.jindangao.com/bb/b3/32/500kb/hls/index.m3u8
内蒲团之夜销魂,https://v6.jindangao.com/aa/a30/28/500kb/hls/index.m3u8
燕鬼凶灵,https://v6.jindangao.com/dd/d6/16/500kb/hls/index.m3u8
燕鬼青未了,https://v6.jindangao.com/dd/d6/14/500kb/hls/index.m3u8
香帅传奇之赢教煞星,https://v6.jindangao.com/dd/d3/35/500kb/hls/index.m3u8
玉蒲团之西厢燕谈,https://v6.jindangao.com/v24/23/600kb/hls/index.m3u8
聊斋燕谭之幽构,https://v6.jindangao.com/aa/a8/12/600kb/hls/index.m3u8
渔夫荒赢燕史,https://v6.jindangao.com/dd/d11/35/500kb/hls/index.m3u8
武松/潘金莲,https://v6.jindangao.com/v36/9/600kb/hls/index.m3u8
勾魂倩女_鬼叫春,https://v6.jindangao.com/dd/d21/18/700kb/hls/index.m3u8
蜈蚣咒,https://v6.jindangao.com/bb/b16/30/500kb/hls/index.m3u8
青楼名女支小桃花,https://v6.jindangao.com/bb/b25/10/500kb/hls/index.m3u8
古裝四仔之秦淮才女,https://v6.jindangao.com/dd/d20/8/700kb/hls/index.m3u8
纸盒藏尸之公审,https://v6.jindangao.com/dd/d9/40/500kb/hls/index.m3u8
风月宝鉴-赢乱英雄传,https://v6.jindangao.com/v21/4/600kb/hls/index.m3u8
蜜桃成熟时33D,https://v5.jindangao.com/jj/j4/11/hls/index.m3u8
蜜桃成熟时3之蜜桃仙子,https://v5.jindangao.com/jj/j4/13/hls/index.m3u8
燕妇转世1,https://v5.jindangao.com/fff/ff9/23/hls/index.m3u8
燕妇转世2,https://v5.jindangao.com/fff/ff9/24/hls/index.m3u8
兽生秀惑之赤果生游戏2000,https://v6.jindangao.com/hj/hj2/hj23/25/hls/index.m3u8
屠夫,https://v6.jindangao.com/hj/hj2/hj24/38/hls/index.m3u8
贴身保镖,https://v6.jindangao.com/hj/hj2/hj24/31/hls/index.m3u8
舒淇早期激青合集,https://v6.jindangao.com/hj/hj2/hj25/36/hls/index.m3u8
燕鬼冤魂,https://v6.jindangao.com/hj/hj2/hj27/34/hls/index.m3u8
夜半思孚時,https://v6.jindangao.com/hj/hj2/hj28/1/hls/index.m3u8
越轨之狼完整版,https://v6.jindangao.com/hj/hj2/hj29/12/hls/index.m3u8
外文初夜青,https://v6.jindangao.com/hj/hj1/hj3/22/hls/index.m3u8
我为卿狂,https://v5.jindangao.com/fff/ff7/21/hls/index.m3u8
水浒传之英雄好摄,https://v5.jindangao.com/gg/g9/23/hls/index.m3u8
玉火狂蜜,https://v6.jindangao.com/hj/hj2/hj28/44/hls/index.m3u8
满清十大酷刑,https://v5.jindangao.com/jj/j1/46/hls/index.m3u8
剑奴,https://v5.jindangao.com/ff/f4/4/hls/index.m3u8
婚前试爱,https://v5.jindangao.com/ff/f2/7/hls/index.m3u8
我来自北京,https://v5.jindangao.com/fff/ff7/8/hls/index.m3u8
竹本玉蒲团,https://v5.jindangao.com/fff/ff0/38/hls/index.m3u8
生气功之探秘,https://v5.jindangao.com/hh/h2/17/hls/index.m3u8
青楼十二户国粤双语,https://v5.jindangao.com/nn/n9/51/hls/index.m3u8
与蛇共舞,https://v5.jindangao.com/hh/h6/27/hls/index.m3u8
聊斋花弄月,https://v5.jindangao.com/eee/ee10/14/hls/index.m3u8
风月奇谭,https://v5.jindangao.com/ll/l5/38/hls/index.m3u8
唐朝禁宫风月,https://v5.jindangao.com/gg/g10/26/hls/index.m3u8
摄玉怪谈之魔奸赢者,https://v5.jindangao.com/gg/g5/21/hls/index.m3u8
赢魔暴行,https://v5.jindangao.com/oo/o10/18/hls/index.m3u8
樱花劫,https://v5.jindangao.com/hh/h7/24/hls/index.m3u8
茅山斗降头,https://v5.jindangao.com/ff/f10/31/hls/index.m3u8
生的厉鬼,https://v5.jindangao.com/eee/ee1/23/hls/index.m3u8
降头2007,https://v5.jindangao.com/ff/f4/8/hls/index.m3u8
五行鬼尸,https://v5.jindangao.com/oo/o8/19/hls/index.m3u8
香帅传奇之天一神油,https://v5.jindangao.com/kk/k1/28/hls/index.m3u8
愉青宝鉴生爱三十六户,https://v5.jindangao.com/fff/ff0/32/hls/index.m3u8
浮世风青绘,https://v5.jindangao.com/xx/x2/22/hls/index.m3u8
武松1982,https://v5.jindangao.com/ee/e1/12/hls/index.m3u8
邪斗邪,https://v5.jindangao.com/oo/o8/46/hls/index.m3u8
催花神龙教,https://v5.jindangao.com/ll/l1/38/hls/index.m3u8
摄咒邪灵燕降勾魂,https://v5.jindangao.com/oo/o7/1/hls/index.m3u8
勾魂恶梦,https://f005.paopao.video:443/B20EBA2BFEC71DA3123E87903B3B36B02ECE4E03
野浪花,https://cf005.paopao.video:443/8AA90B35B54A9BFB86A100AE1EBDC0A5C9FE7539
三奸,https://cf005.paopao.video:443/B5AE58AE870ACB3F876096DD76D5285611177118
名妓游江南,https://cf005.paopao.video:443/54B8A9B09EFE3102CA59787382F6518EA8A95343
倩女销魂,https://cf005.paopao.video:443/AEFA52D1798C2BFB47F749FFFD4E772E8DA6A181
浪女迷魂记,https://cf005.paopao.video:443/96243A732E188146A76C6B18C01BDEB13E4C22E5
销魂玉,https://f005.paopao.video:443/9B0863E90EDD099CEB5723FB3E67875007E9B585
邪咒,https://cf005.paopao.video:443/23364D068E6CE4272DB7A2A5072655C4D6D42D9E
水儿武士,https://f005.paopao.video:443/9A48A73AF33CBD05BF228364BF3DA64C3C3DDB81
色欲狂徙,https://v3.nfm3u8.com/20230529/mpoJFtuk/1100kb/hls/index.m3u8
色欲野鸳鸯,https://v3.nfm3u8.com/20230529/g02Dx5q8/index.m3u8

赶尸艳谈,https://hot.1080pzy.co/20230918/MvKEk33R/1000kb/hls/index.m3u8
血恋,https://hot.1080pzy.co/20230919/cAV1J8MZ/1000kb/hls/index.m3u8
山中艳谭,https://hot.1080pzy.co/20230919/x6g7iHEM/1000kb/hls/index.m3u8
醉后的玫瑰,https://v8.suonizy-youku.com/202310/06/iA8QfVnE8U1/video/index.m3u8
武则天1,https://v8.suonizy-youku.com/202310/16/77DPyqBgt81/video/index.m3u8
红楼梦,https://v8.suonizy-youku.com/202310/10/9ECnCcJnpd1/video/index.m3u8
茜长的女儿,https://v8.suonizy-youku.com/202310/10/Xzr5H4Cew71/video/index.m3u8
赶尸艳谭,https://v8.suonizy-youku.com/202310/08/LpTwmSy5WY1/video/index.m3u8
淫童https://v8.suonizy-youku.com/202310/06/H9L5SzUyAD1/video/index.m3u8
前世情迷,https://v8.suonizy-youku.com/202310/10/gfEMABF0ca1/video/index.m3u8
留住真情,https://ckzy1com.com/20230106/JDeeat2r/1000kb/hls/index.m3u8
武则天729,https://ckzy1com.com/20221217/r8OKLHTx/index.m3u8
茶园春色,https://play1.sewobofang.4,com/20220604/YyPZgdHm/index.m3u8
香港三级23,https://lbbf9.com/20200521/qzExaFVB/index.m3u8
香港三级24,https://lbbf9.com/20200414/foB4dTFu/index.m3u8
香港三级25,https://lbbf9.com/20200414/dLUOZtRC/index.m3u8
香港三级26,https://lbbf9.com/20200521/Xqz2rxnM/index.m3u8
香港三级28,https://lbbf9.com/20200521/IMsAMz5x/index.m3u8
香港三级6,https://vip2.fhbf9.com/20210804/oKa5if6u/index.m3u8
聊斋02孽欲狐鬼,https://vod1.ttbfp2.com/20210929/3huDJht8/index.m3u8
聊斋03艳蛇,https://vod1.ttbfp2.com/20210928/ycOAu8lj/index.m3u8
聊斋04赶尸艳谈,https://vod1.ttbfp2.com/20220316/QeLttooE/index.m3u8
还枝格格,https://vod1.ttbfp2.com/20220507/G11WS1ET/index.m3u8
金瓶双艳,https://vod1.ttbfp2.com/20210929/p1JQPbms/index.m3u8
鬼叫春现代版,https://vod1.ttbfp2.com/20220430/S29WHIHj/index.m3u8






福利频道_66666666,#genre#
花花公子,http://demoniaus.cbilant.com/iptv/GCETXETVEM37A6/527/index.m3u8
花花公子,http://rhsbjv7k.tvclub.xyz/iptv/QUSEF3A55UE6BF/527/index.m3u8
花花公子,http://ottshow.net:80/live/Dragan123/Dragan123/32450.ts
花花公子slEStOnTic?token=ihwvhvl55bxyc5monync7vjz
花花公子,http://seltz.site:80/live/m4awg3gp/em71tmey/97676.ts
电影XXX,http://21686ab6.cbilant.com/iptv/8N5VWM4FS7X7HP/11052/index.m3u8 
电影XXX,http://rhsbjv7k.tvclub.xyz/iptv/QUSEF3A55UE6BF/11052/index.m3u8
电影18+,http://rhsbjv7k.tvclub.xyz/iptv/8T27RV8PPL5EKE/18075/index.m3u8?
电影18+,http://21686ab6.cbilant.com/iptv/8N5VWM4FS7X7HP/18075/index.m3u8 
电影18+,http://demoniaus.cbilant.com/iptv/GCETXETVEM37A6/18075/index.m3u8 
电影18+,http://gmx9up2a.ottclub.xyz/iptv/9DEUPF9K25U84K/18075/index.m3u8 
电影18+,http://aa7bc0b4.akadatel.com/iptv/ED8DTMPASXMV7Q/18075/index.m3u8
电影18+,http://rhsbjv7k.tvclub.xyz/iptv/QUSEF3A55UE6BF/18075/index.m3u8 
电影18+18075/index.m3u8
电影+18 ,https://autopilot.catcast.tv/content/40381/index.m3u8?cur=tva.org.ua&key=3i277
电影+18,http://21686ab6.cbilant.com/iptv/8N5VWM4FS7X7HP/18076/index.m3u8?
电影+18,http://demoniaus.cbilant.com/iptv/GCETXETVEM37A6/18076/index.m3u8
花花公子+,http://21686ab6.cbilant.com/iptv/8N5VWM4FS7X7HP/6242/index.m3u8?
花花公子+,http://unikhtxl.ottclub.xyz/iptv/74SQ72P5LQUZV5/6242/index.m3u8 
花花公子+,http://rhsbjv7k.tvclub.xyz/iptv/56E8HVDHBARKLQ/6242/index.m3u8 
花花公子+,http://demoniaus.cbilant.com/iptv/GCETXETVEM37A6/6242/index.m3u8 
花花公子+,http://aa7bc0b4.akadatel.com/iptv/ED8DTMPASXMV7Q/6242/index.m3u8
日本高清DVhttp://rhsbjv7k.tvclub.xyz/iptv/3VDSMMR8L3C7UP/6225/index.m3u8
日本高清DV,http://21686ab6.cbilant.com/iptv/8N5VWM4FS7X7HP/6225/index.m3u8?
http://aa7bc0b4.akadatel.com/iptv/ED8DTMPASXMV7Q/6225/index.m3u8
日本高清DV,http://demoniaus.cbilant.com/iptv/GCETXETVEM37A6/6225/index.m3u8 
日本高清DV,http://demoniaus.cbilant.com/iptv/GCETXETVEM37A6/6225/index.m3u8 
日本高清DV,http://unikhtxl.ottclub.xyz/iptv/74SQ72P5LQUZV5/6225/index.m3u8 
日本高清DV,http://79060965569m.megogo.xyz/iptv/SQNLRPBE7FFE8V/6225/index.m3u8
日本高清DV,http://rhsbjv7k.tvclub.xyz/iptv/RFPEEUQNURN7MN/6225/index.m3u8
日本高清DV,http://rhsbjv7k.tvclub.xyz/iptv/56E8HVDHBARKLQ/6225/index.m3u8 
俄罗斯之夜mPlafenrYp?token=ihwvhvl55bxyc5monync7vjz
松視2台,https://z100.cdn2020.com/video/m3u8/2020/07/23/7029e94d/index.m3u8
Hustler HD,http://rebrov.tvfor.pro/cHInGolanp/ihwvhvl55bxyc5monync7vjz
Blue Hustler,http://rebrov.tvfor.pro/fU36p77FmV/ihwvhvl55bxyc5monync7vjz
Blue Hustler,http://rr3.tvdosug.net/~109e1a3c05fcad5b22d13b9453dc0db5122/38940
Babes TV,http://rebrov.tvfor.pro/aGiDatERMa/ihwvhvl55bxyc5monync7vjz
TRUEANAL,http://streamsy.online:2999/coachj88/N93DPKS9pJ/276
цeнтp,http://23.158.200.7/live/ij20mlqm/rv5y4nr5/83241.m3u8
charm,http://4os6vafy.ottclub.xyz/iptv/GW6RW5TY9TAR8L/18053/index.m3u8
love,http://5.182.209.225:25461/live/9YWRad7Ueb/ERXyxqmUs6/17667.ts
japanhdv,http://rhsbjv7k.tvclub.xyz/iptv/RFPEEUQNURN7MN/6225/index.m3u8
japanhdv,http://4os6vafy.ottclub.xyz/iptv/GW6RW5TY9TAR8L/6225/index.m3u8
japanhdv,http://rhsbjv7k.tvclub.xyz/iptv/7XBZV8CQEYWT3U/6225/index.m3u8
japanhdv,http://rhsbjv7k.tvclub.xyz/iptv/56E8HVDHBARKLQ/6225/index.m3u8
japanhdv,http://rhsbjv7k.tvclub.xyz/iptv/74SQ72P5LQUZV5/6225/index.m3u8
playboy+,http://rhsbjv7k.tvclub.xyz/iptv/RFPEEUQNURN7MN/6242/index.m3u8
playboy+,http://rhsbjv7k.tvclub.xyz/iptv/7XBZV8CQEYWT3U/6242/index.m3u8
playboy+,http://rhsbjv7k.tvclub.xyz/iptv/74SQ72P5LQUZV5/6242/index.m3u8
playboy+,http://rhsbjv7k.tvclub.xyz/iptv/56E8HVDHBARKLQ/6242/index.m3u8
playboy+,http://4os6vafy.ottclub.xyz/iptv/GW6RW5TY9TAR8L/6242/index.m3u8
BCU Charm  ,http://aa7bc0b4.akadatel.com/iptv/ED8DTMPASXMV7Q/18053/index.m3u8
http://ca.ukrainske.tv/7141/3530225EDBD6B16/video.m3u8
japanhdv,http://aa7bc0b4.akadatel.com/iptv/ED8DTMPASXMV7Q/6225/index.m3u8
MAXJ,http://cord-cutter.net:8080/YT6bvC/100111/159958
BABES,http://cord-cutter.net:8080/YT6bvC/100111/159959
BOX OF PORN,http://cord-cutter.net:8080/YT6bvC/100111/159964
BUMS BUShttp://cord-cutter.net:8080/YT6bvC/100111/159967
